Date,Open,High,Low,Close,Adj Close,Volume
2001-05-09,28.870001,29.450001,28.010000,28.150000,28.150000,8615100
2001-05-10,30.000000,30.000000,28.510000,28.700001,28.700001,10281900
2001-05-11,28.750000,29.280001,27.530001,27.680000,27.680000,6195000
2001-05-14,27.680000,28.049999,27.049999,27.200001,27.200001,4441800
2001-05-15,28.000000,30.250000,27.760000,29.139999,29.139999,8272900
2001-05-16,29.100000,31.580000,28.700001,31.500000,31.500000,11554600
2001-05-17,31.500000,32.820000,30.900000,31.549999,31.549999,9595600
2001-05-18,31.250000,32.500000,30.910000,32.490002,32.490002,7606900
2001-05-21,31.950001,34.450001,31.799999,34.400002,34.400002,10797800
2001-05-22,34.000000,34.650002,33.400002,33.990002,33.990002,7727500
2001-05-23,33.549999,33.599998,32.529999,32.660000,32.660000,4871700
2001-05-24,32.660000,32.799999,30.540001,31.950001,31.950001,8735400
2001-05-25,31.959999,32.500000,31.299999,31.940001,31.940001,2928200
2001-05-29,31.910000,31.910000,29.400000,29.430000,29.430000,6546600
2001-05-30,29.200001,29.200001,27.500000,27.950001,27.950001,9180800
2001-05-31,27.950001,28.750000,27.910000,28.250000,28.250000,7217700
2001-06-01,29.000000,29.600000,27.969999,29.600000,29.600000,5925300
2001-06-04,29.549999,29.549999,27.520000,27.610001,27.610001,7897400
2001-06-05,28.100000,29.469999,28.100000,28.900000,28.900000,7838100
2001-06-06,29.250000,29.600000,28.010000,28.370001,28.370001,7556400
2001-06-07,28.600000,31.100000,28.520000,30.280001,30.280001,10903700
2001-06-08,30.900000,31.790001,30.100000,31.100000,31.100000,9639800
2001-06-11,31.100000,31.100000,29.080000,30.049999,30.049999,5982200
2001-06-12,29.049999,30.299999,28.530001,29.670000,29.670000,6348200
2001-06-13,29.750000,30.459999,28.900000,29.280001,29.280001,4284000
2001-06-14,28.080000,29.280001,27.230000,27.440001,27.440001,5932600
2001-06-15,27.049999,28.100000,26.500000,27.559999,27.559999,6735800
2001-06-18,27.500000,28.049999,26.150000,26.400000,26.400000,5887800
2001-06-19,27.500000,27.750000,24.379999,24.990000,24.990000,11304400
2001-06-20,24.000000,25.100000,23.559999,23.950001,23.950001,11126200
2001-06-21,24.049999,24.590000,23.620001,24.480000,24.480000,7173400
2001-06-22,24.650000,25.850000,24.200001,24.670000,24.670000,4866500
2001-06-25,25.950001,25.950001,24.709999,25.290001,25.290001,3415600
2001-06-26,25.150000,26.400000,24.830000,26.150000,26.150000,4906200
2001-06-27,25.900000,27.059999,25.549999,26.500000,26.500000,5611500
2001-06-28,26.950001,28.600000,26.940001,27.430000,27.430000,4919400
2001-06-29,27.430000,30.100000,27.430000,28.900000,28.900000,11227700
2001-07-02,29.049999,30.000000,28.639999,29.740000,29.740000,5074400
2001-07-03,29.100000,30.200001,28.860001,29.760000,29.760000,3284300
2001-07-05,29.250000,29.260000,28.500000,28.639999,28.639999,7030700
2001-07-06,23.500000,23.900000,20.799999,20.799999,20.799999,26133700
2001-07-09,20.870001,21.459999,20.120001,21.200001,21.200001,13000600
2001-07-10,21.500000,21.730000,20.790001,21.000000,21.000000,7220200
2001-07-11,20.990000,21.200001,20.200001,21.120001,21.120001,7457900
2001-07-12,22.000000,23.219999,22.000000,22.700001,22.700001,7957900
2001-07-13,21.850000,22.490000,20.500000,21.080000,21.080000,12669700
2001-07-16,21.100000,21.200001,19.840000,20.000000,20.000000,9602700
2001-07-17,19.700001,20.600000,19.100000,20.420000,20.420000,9218200
2001-07-18,20.299999,20.299999,17.350000,17.870001,17.870001,15573200
2001-07-19,18.450001,18.500000,17.260000,17.540001,17.540001,8988600
2001-07-20,17.450001,17.459999,16.820000,17.000000,17.000000,7314100
2001-07-23,17.650000,17.650000,16.799999,16.870001,16.870001,5528000
2001-07-24,16.900000,17.240000,16.209999,16.379999,16.379999,6295700
2001-07-25,16.549999,16.730000,15.310000,16.299999,16.299999,7863900
2001-07-26,16.299999,17.650000,16.129999,17.500000,17.500000,7551200
2001-07-27,17.250000,18.020000,17.250000,17.680000,17.680000,6575300
2001-07-30,18.500000,18.750000,17.799999,18.209999,18.209999,8651800
2001-07-31,18.840000,18.900000,18.200001,18.260000,18.260000,8385400
2001-08-01,18.950001,19.350000,18.600000,18.900000,18.900000,8130500
2001-08-02,19.400000,19.900000,19.280001,19.760000,19.760000,8031700
2001-08-03,19.600000,19.610001,19.139999,19.250000,19.250000,3556500
2001-08-06,18.490000,19.270000,17.500000,17.620001,17.620001,10027100
2001-08-07,17.690001,17.750000,16.980000,17.549999,17.549999,5475300
2001-08-08,17.559999,17.750000,16.500000,16.700001,16.700001,5711300
2001-08-09,16.410000,17.120001,16.400000,16.690001,16.690001,4288400
2001-08-10,16.440001,16.799999,15.950000,16.209999,16.209999,6884100
2001-08-13,16.580000,16.770000,16.049999,16.610001,16.610001,6341600
2001-08-14,16.400000,16.700001,15.450000,15.500000,15.500000,10012300
2001-08-15,15.700000,15.700000,14.370000,14.750000,14.750000,11167800
2001-08-16,14.510000,15.050000,14.250000,15.000000,15.000000,7077200
2001-08-17,14.520000,14.760000,14.120000,14.390000,14.390000,4444000
2001-08-20,14.220000,14.750000,14.180000,14.460000,14.460000,3016700
2001-08-21,14.500000,14.750000,14.150000,14.750000,14.750000,3899500
2001-08-22,14.910000,14.910000,14.100000,14.510000,14.510000,4320300
2001-08-23,14.700000,14.750000,14.280000,14.300000,14.300000,3081500
2001-08-24,14.450000,15.120000,14.370000,15.000000,15.000000,4399400
2001-08-27,15.100000,15.740000,14.750000,15.300000,15.300000,4674400
2001-08-28,15.500000,15.600000,14.700000,14.860000,14.860000,6218300
2001-08-29,15.230000,15.240000,14.010000,14.200000,14.200000,6311800
2001-08-30,14.000000,14.010000,13.000000,13.290000,13.290000,7921700
2001-08-31,13.190000,13.580000,13.000000,13.550000,13.550000,3493000
2001-09-04,13.170000,13.400000,12.850000,12.950000,12.950000,5627000
2001-09-05,12.750000,13.100000,11.700000,12.050000,12.050000,9138500
2001-09-06,12.060000,12.250000,11.230000,11.400000,11.400000,8685700
2001-09-07,11.600000,12.000000,11.100000,11.500000,11.500000,6778400
2001-09-10,11.500000,12.010000,11.450000,11.850000,11.850000,5168900
2001-09-17,10.250000,11.200000,10.050000,10.140000,10.140000,8475000
2001-09-18,10.240000,10.400000,9.500000,9.500000,9.500000,5639500
2001-09-19,9.850000,9.850000,8.400000,9.110000,9.110000,8096900
2001-09-20,9.050000,9.300000,8.500000,8.990000,8.990000,6874800
2001-09-21,8.310000,9.300000,8.300000,9.300000,9.300000,10443600
2001-09-24,9.750000,10.030000,9.350000,9.810000,9.810000,8713200
2001-09-25,9.710000,10.350000,8.750000,9.050000,9.050000,12250700
2001-09-26,9.050000,9.050000,8.200000,8.350000,8.350000,8248200
2001-09-27,8.260000,8.450000,7.800000,8.000000,8.000000,5820900
2001-09-28,8.430000,8.450000,7.960000,8.150000,8.150000,7492800
2001-10-01,8.300000,8.300000,7.720000,7.930000,7.930000,4960200
2001-10-02,7.930000,8.090000,7.760000,8.000000,8.000000,4067300
2001-10-03,7.790000,8.750000,7.690000,8.460000,8.460000,6824400
2001-10-04,8.850000,9.480000,8.750000,9.000000,9.000000,7922800
2001-10-05,8.550000,8.900000,8.040000,8.600000,8.600000,8118900
2001-10-08,8.330000,8.980000,8.250000,8.780000,8.780000,3734600
2001-10-09,9.120000,9.200000,8.800000,8.860000,8.860000,5132300
2001-10-10,8.990000,9.590000,8.750000,9.590000,9.590000,5301500
2001-10-11,9.880000,10.800000,9.860000,10.500000,10.500000,9384600
2001-10-12,10.500000,10.600000,9.800000,10.400000,10.400000,5856400
2001-10-15,10.300000,10.450000,9.900000,10.230000,10.230000,4000500
2001-10-16,10.230000,10.750000,10.150000,10.610000,10.610000,4906700
2001-10-17,11.380000,11.390000,9.610000,9.710000,9.710000,9124700
2001-10-18,9.980000,10.000000,9.400000,9.500000,9.500000,5469500
2001-10-19,9.750000,9.750000,9.050000,9.190000,9.190000,4172200
2001-10-22,9.220000,9.750000,9.090000,9.580000,9.580000,3038900
2001-10-23,9.750000,10.150000,9.600000,9.660000,9.660000,4195500
2001-10-24,9.800000,10.220000,9.700000,9.950000,9.950000,3526500
2001-10-25,9.680000,10.300000,9.380000,10.260000,10.260000,3779400
2001-10-26,10.260000,10.490000,9.950000,10.340000,10.340000,3975400
2001-10-29,10.030000,10.290000,9.560000,9.560000,9.560000,4145000
2001-10-30,9.500000,9.750000,9.200000,9.430000,9.430000,3325300
2001-10-31,9.530000,10.090000,9.510000,9.840000,9.840000,4238100
2001-11-01,10.000000,11.500000,9.950000,11.500000,11.500000,9662100
2001-11-02,11.470000,12.450000,11.000000,12.250000,12.250000,12444900
2001-11-05,12.460000,13.200000,12.460000,13.040000,13.040000,10509600
2001-11-06,13.100000,13.250000,12.680000,13.000000,13.000000,8130500
2001-11-07,12.800000,14.500000,12.770000,13.520000,13.520000,9470000
2001-11-08,14.100000,14.670000,12.380000,12.400000,12.400000,17671200
2001-11-09,13.060000,13.070000,12.150000,12.390000,12.390000,8306500
2001-11-12,12.400000,12.840000,11.940000,12.800000,12.800000,4736400
2001-11-13,13.250000,13.850000,13.250000,13.650000,13.650000,6310800
2001-11-14,13.960000,14.180000,13.310000,14.000000,14.000000,6815700
2001-11-15,14.000000,14.000000,13.450000,13.750000,13.750000,5721100
2001-11-16,13.750000,13.800000,13.300000,13.650000,13.650000,4251500
